TIPO DE ACIDENTE,DATA,HORA,REGIÃO,COORDENADA GEOGRÁFICA,SITUAÇÃO CLIMÁTICA/LUMINOSIDADE,CONDIÇÕES DA SUPERFÍCIE DE ROLAMENTO,POSSUI SINALIZAÇÃO HORIZONTAL,POSSUI SINALIZAÇÃO VERTICAL,PRÓXIMO A EQUIPO ELETRÔNICO,HOUVE OUTROS VEÍCULOS ENVOLVIDOS,QUANTOS VEÍCULOS,HAVIA OUTROS OCUPANTES NO VEÍCULO,QUANTOS OCUPANTES,ENVOLVIDOS,FERIDOS,ÓBITOS,FOI REALIZADO O TESTE DE BAFÔMETRO,QUAL O RESULTADO,POSSUI HABILITAÇÃO,VEÍCULO TIPO,HOUVE DANOS AO PATRIMÔNIO PÚBLICO?,HOUVE DANOS AO MEIO AMBIENTE?
Colisão,2015-03-27,17:45,Norte,"-25.391356, -49.287692",Chuva / Dia,Seca,Não,Sim,Não,Não,1,Não,1,3,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2006-03-11,20:15,Sul,"-25.459950, -49.313273",Seco / Noite,Seca,Não,Não,Não,Sim,2,Sim,2,1,1,0,Sim,Positivo,Sim,Moto,Não,Não
Queda de moto,2007-10-29,11:00,Norte,"-25.391186, -49.258758",Seco / Dia,Seca,Não,Sim,Não,Sim,4,Sim,2,1,1,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2023-03-16,04:15,Leste,"-25.439568, -49.217396",Seco / Noite,Molhada,Não,Sim,Não,Sim,3,Sim,2,2,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2016-09-24,13:30,Sul,"-25.449275, -49.308130",Seco / Dia,Seca,Sim,Não,Não,Não,1,Sim,4,2,0,0,Sim,Positivo,Não,Caminhão,Sim,Não
Queda de moto,2022-03-26,19:00,Leste,"-25.428346, -49.235329",Chuva / Noite,Seca,Não,Sim,Sim,Sim,4,Não,1,2,1,0,Sim,Positivo,Sim,Moto,Sim,Não
Colisão,2005-01-27,12:30,Oeste,"-25.420169, -49.302458",Seco / Dia,Molhada,Não,Não,Não,Não,1,Sim,4,2,2,0,Não,Não realizado,Sim,Moto,Sim,Não
Capotamento,2017-10-09,18:30,Norte,"-25.383863, -49.286978",Seco / Dia,Molhada,Sim,Sim,Sim,Sim,2,Sim,5,1,0,0,Sim,Positivo,Sim,Ônibus,Não,Sim
Colisão,2007-10-04,17:15,Leste,"-25.433130, -49.216410",Seco / Dia,Seca,Sim,Não,Sim,Sim,2,Sim,5,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Atropelamento,2012-04-23,07:15,Norte,"-25.406931, -49.279017",Seco / Dia,Molhada,Sim,Não,Não,Não,1,Não,1,4,0,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2012-03-27,05:45,Centro,"-25.438696, -49.271413",Neblina / Noite,Escorregadia,Não,Sim,Não,Sim,3,Não,1,3,2,0,Sim,Negativo,Sim,Carro,Sim,Não
Queda de moto,2010-12-28,14:30,Oeste,"-25.413957, -49.306113",Seco / Dia,Seca,Sim,Não,Não,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2011-04-17,21:15,Leste,"-25.411191, -49.226269",Seco / Noite,Seca,Não,Não,Não,Não,1,Não,1,4,4,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Capotamento,2021-06-15,13:15,Leste,"-25.414053, -49.204103",Chuva / Dia,Escorregadia,Sim,Não,Sim,Não,1,Não,1,2,2,0,Não,Não realizado,Não,Ônibus,Sim,Não
Colisão,2019-01-06,09:45,Centro,"-25.410352, -49.283468",Chuva / Dia,Seca,Não,Não,Sim,Sim,2,Não,1,5,0,0,Sim,Negativo,Sim,Ônibus,Não,Não
Colisão,2018-12-05,08:30,Norte,"-25.406006, -49.277021",Neblina / Dia,Molhada,Não,Não,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Atropelamento,2023-07-10,14:45,Norte,"-25.381638, -49.269896",Seco / Dia,Molhada,Sim,Sim,Sim,Sim,4,Sim,4,3,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2006-04-22,23:15,Centro,"-25.433613, -49.289620",Seco / Noite,Seca,Sim,Não,Não,Não,1,Sim,5,2,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Atropelamento,2021-01-19,05:15,Oeste,"-25.435668, -49.315534",Seco / Noite,Escorregadia,Não,Sim,Não,Não,1,Sim,4,5,4,0,Sim,Positivo,Sim,Carro,Não,Não
Queda de moto,2016-06-26,02:30,Leste,"-25.432698, -49.224220",Neblina / Noite,Seca,Sim,Sim,Sim,Sim,4,Sim,4,2,0,0,Sim,Positivo,Sim,Caminhão,Não,Não
Queda de moto,2011-07-09,05:15,Sul,"-25.456504, -49.319061",Seco / Noite,Escorregadia,Sim,Sim,Não,Não,1,Sim,5,1,1,0,Não,Não realizado,Sim,Caminhão,Não,Não
Queda de moto,2021-06-06,02:45,Sul,"-25.448300, -49.304911",Chuva / Noite,Molhada,Sim,Não,Sim,Sim,3,Sim,4,2,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Capotamento,2016-09-12,23:15,Centro,"-25.429155, -49.274238",Chuva / Noite,Escorregadia,Não,Não,Não,Sim,2,Não,1,4,2,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Capotamento,2007-04-18,06:30,Leste,"-25.421654, -49.238780",Seco / Dia,Seca,Não,Não,Não,Não,1,Não,1,1,1,0,Sim,Negativo,Sim,Moto,Sim,Não
Queda de moto,2009-10-16,00:45,Oeste,"-25.424514, -49.308936",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,1,0,0,Sim,Positivo,Sim,Carro,Sim,Não
Atropelamento,2019-11-24,17:00,Sul,"-25.456082, -49.300084",Seco / Dia,Seca,Sim,Sim,Sim,Não,1,Sim,4,3,3,0,Não,Não realizado,Sim,Moto,Não,Sim
Colisão,2007-04-18,16:30,Oeste,"-25.413847, -49.304937",Chuva / Dia,Seca,Não,Sim,Sim,Não,1,Sim,4,2,1,0,Não,Não realizado,Sim,Ônibus,Sim,Sim
Queda de moto,2025-11-28,09:45,Leste,"-25.437270, -49.223467",Seco / Dia,Seca,Não,Sim,Não,Sim,3,Não,1,2,1,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Colisão,2024-09-29,22:00,Sul,"-25.442546, -49.312836",Chuva / Noite,Seca,Sim,Sim,Não,Sim,2,Não,1,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2023-05-20,16:00,Centro,"-25.421386, -49.262332",Seco / Dia,Seca,Sim,Sim,Não,Sim,3,Sim,5,4,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Atropelamento,2018-01-19,16:15,Leste,"-25.415814, -49.239134",Seco / Dia,Escorregadia,Sim,Não,Sim,Não,1,Não,1,4,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2020-07-27,19:00,Oeste,"-25.430391, -49.307320",Seco / Noite,Seca,Não,Não,Sim,Sim,2,Não,1,1,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2005-05-15,13:45,Norte,"-25.380639, -49.272974",Chuva / Dia,Seca,Sim,Sim,Sim,Sim,4,Sim,4,3,3,0,Não,Não realizado,Não,Carro,Sim,Não
Atropelamento,2011-04-18,23:00,Centro,"-25.424374, -49.281505",Seco / Noite,Seca,Não,Não,Não,Sim,4,Não,1,5,1,0,Não,Não realizado,Sim,Carro,Não,Não
Atropelamento,2023-08-03,19:30,Sul,"-25.455129, -49.307702",Seco / Noite,Seca,Não,Não,Não,Sim,2,Sim,3,2,1,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2020-04-08,14:30,Oeste,"-25.415693, -49.331621",Chuva / Dia,Escorregadia,Não,Não,Não,Sim,2,Sim,2,2,0,0,Sim,Positivo,Sim,Moto,Não,Não
Queda de moto,2017-12-29,12:30,Sul,"-25.478214, -49.318674",Chuva / Dia,Escorregadia,Não,Sim,Sim,Sim,4,Não,1,1,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2021-01-10,19:30,Oeste,"-25.416451, -49.334273",Seco / Noite,Escorregadia,Sim,Não,Sim,Sim,4,Sim,3,1,0,0,Sim,Positivo,Sim,Ônibus,Sim,Não
Capotamento,2011-12-01,11:30,Centro,"-25.421498, -49.278828",Neblina / Dia,Molhada,Não,Não,Não,Sim,2,Não,1,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Capotamento,2005-10-18,17:30,Oeste,"-25.427651, -49.338522",Chuva / Dia,Seca,Não,Sim,Não,Sim,3,Não,1,1,1,0,Sim,Positivo,Sim,Ônibus,Não,Não
Queda de moto,2009-08-14,05:30,Oeste,"-25.419198, -49.324664",Seco / Noite,Escorregadia,Sim,Não,Sim,Sim,3,Não,1,2,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2006-08-18,10:30,Norte,"-25.381762, -49.278959",Seco / Dia,Molhada,Não,Sim,Não,Sim,4,Não,1,1,1,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2023-05-22,18:45,Centro,"-25.410599, -49.271327",Seco / Dia,Molhada,Não,Sim,Não,Não,1,Sim,4,4,1,0,Sim,Negativo,Sim,Carro,Não,Não
Queda de moto,2022-04-02,21:30,Sul,"-25.455103, -49.298824",Seco / Noite,Molhada,Sim,Sim,Não,Sim,3,Não,1,2,1,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2011-03-31,04:15,Norte,"-25.402533, -49.253095",Seco / Noite,Molhada,Sim,Não,Não,Não,1,Não,1,4,3,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2021-06-14,20:15,Oeste,"-25.439397, -49.317780",Seco / Noite,Molhada,Sim,Não,Sim,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Queda de moto,2016-01-13,06:00,Leste,"-25.424776, -49.239726",Seco / Dia,Molhada,Não,Sim,Sim,Sim,2,Sim,2,2,0,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Colisão,2011-11-28,23:30,Norte,"-25.398586, -49.242378",Seco / Noite,Seca,Sim,Sim,Sim,Sim,4,Não,1,5,5,0,Não,Não realizado,Sim,Moto,Sim,Não
Queda de moto,2014-03-24,04:00,Oeste,"-25.418220, -49.330710",Chuva / Noite,Seca,Sim,Sim,Não,Não,1,Sim,2,2,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2021-06-03,23:15,Leste,"-25.419077, -49.219166",Chuva / Noite,Escorregadia,Sim,Sim,Não,Sim,3,Sim,3,1,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Colisão,2007-07-22,19:45,Sul,"-25.448187, -49.309065",Seco / Noite,Escorregadia,Não,Não,Não,Sim,2,Não,1,2,0,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2007-03-27,01:00,Oeste,"-25.413487, -49.328465",Seco / Noite,Seca,Não,Sim,Não,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2012-07-20,21:00,Norte,"-25.404246, -49.255732",Seco / Noite,Molhada,Não,Não,Sim,Não,1,Sim,2,3,0,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2014-06-07,16:45,Leste,"-25.438948, -49.215058",Seco / Dia,Seca,Não,Não,Sim,Não,1,Sim,3,2,0,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2014-06-13,19:15,Leste,"-25.413017, -49.206343",Neblina / Noite,Molhada,Sim,Sim,Sim,Sim,4,Não,1,4,4,0,Não,Não realizado,Não,Carro,Sim,Não
Queda de moto,2013-06-18,00:15,Oeste,"-25.418657, -49.329577",Seco / Noite,Molhada,Não,Sim,Sim,Não,1,Não,1,1,1,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Capotamento,2015-04-25,21:45,Sul,"-25.458674, -49.307538",Seco / Noite,Seca,Sim,Sim,Não,Sim,4,Não,1,1,1,0,Não,Não realizado,Sim,Moto,Sim,Não
Colisão,2012-12-08,01:30,Centro,"-25.412783, -49.271153",Seco / Noite,Molhada,Sim,Não,Sim,Não,1,Não,1,1,1,0,Sim,Positivo,Não,Caminhão,Sim,Não
Colisão,2021-10-08,05:30,Leste,"-25.410690, -49.204479",Seco / Noite,Molhada,Não,Sim,Sim,Sim,2,Não,1,1,1,0,Sim,Negativo,Sim,Ônibus,Não,Não
Colisão,2007-10-04,01:15,Leste,"-25.415001, -49.208271",Seco / Noite,Seca,Não,Sim,Sim,Sim,3,Não,1,3,0,0,Sim,Positivo,Sim,Carro,Sim,Não
Atropelamento,2013-05-05,11:00,Leste,"-25.417944, -49.208880",Seco / Dia,Seca,Sim,Não,Não,Sim,3,Não,1,5,5,0,Não,Não realizado,Sim,Ônibus,Não,Não
Queda de moto,2020-12-04,19:45,Sul,"-25.452052, -49.314981",Seco / Noite,Molhada,Não,Sim,Sim,Sim,3,Sim,4,2,2,2,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2006-03-11,10:00,Leste,"-25.437396, -49.225013",Chuva / Dia,Seca,Sim,Não,Não,Não,1,Sim,3,1,1,0,Sim,Positivo,Sim,Ônibus,Não,Não
Queda de moto,2024-03-27,12:30,Oeste,"-25.414776, -49.318188",Seco / Dia,Molhada,Não,Sim,Sim,Não,1,Não,1,3,0,0,Não,Não realizado,Sim,Caminhão,Não,Sim
Queda de moto,2012-04-18,21:15,Norte,"-25.382125, -49.255471",Seco / Noite,Escorregadia,Não,Não,Sim,Não,1,Não,1,2,2,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2016-03-06,18:00,Leste,"-25.437148, -49.200547",Chuva / Dia,Seca,Sim,Não,Sim,Sim,2,Não,1,2,1,0,Não,Não realizado,Sim,Carro,Não,Não
Atropelamento,2019-12-05,11:30,Centro,"-25.437649, -49.278494",Chuva / Dia,Escorregadia,Sim,Não,Não,Não,1,Não,1,4,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2024-01-14,02:30,Norte,"-25.389359, -49.266244",Chuva / Noite,Molhada,Sim,Sim,Sim,Sim,3,Não,1,2,2,0,Não,Não realizado,Não,Carro,Sim,Não
Colisão,2005-07-17,20:30,Leste,"-25.416788, -49.241202",Seco / Noite,Seca,Sim,Não,Não,Sim,4,Não,1,2,2,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2024-11-20,19:00,Oeste,"-25.412827, -49.319010",Seco / Noite,Molhada,Não,Não,Não,Sim,2,Sim,4,2,0,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2021-04-22,11:45,Leste,"-25.411955, -49.226506",Chuva / Dia,Molhada,Sim,Sim,Sim,Não,1,Sim,4,1,1,0,Não,Não realizado,Sim,Carro,Não,Não
Atropelamento,2014-12-29,03:45,Norte,"-25.390851, -49.254896",Seco / Noite,Molhada,Não,Não,Sim,Sim,2,Sim,2,3,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Queda de moto,2015-09-05,04:00,Oeste,"-25.434154, -49.321843",Chuva / Noite,Molhada,Sim,Sim,Não,Não,1,Sim,4,4,2,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Queda de moto,2008-09-02,06:00,Norte,"-25.399230, -49.272691",Seco / Dia,Molhada,Sim,Sim,Não,Sim,4,Não,1,3,2,0,Sim,Positivo,Sim,Moto,Sim,Não
Colisão,2017-04-27,17:15,Oeste,"-25.438644, -49.334434",Chuva / Dia,Molhada,Sim,Não,Sim,Sim,4,Não,1,3,3,0,Não,Não realizado,Não,Carro,Sim,Não
Queda de moto,2015-08-24,20:45,Sul,"-25.471373, -49.290010",Seco / Noite,Seca,Não,Sim,Não,Sim,3,Sim,3,5,3,0,Não,Não realizado,Sim,Ônibus,Sim,Sim
Atropelamento,2012-06-02,02:45,Centro,"-25.429237, -49.271710",Chuva / Noite,Escorregadia,Sim,Sim,Sim,Sim,4,Não,1,5,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2010-01-11,05:00,Oeste,"-25.426278, -49.337657",Seco / Noite,Molhada,Sim,Não,Não,Não,1,Sim,3,1,1,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Atropelamento,2012-01-17,09:45,Norte,"-25.395425, -49.252975",Chuva / Dia,Escorregadia,Sim,Não,Não,Não,1,Sim,2,2,0,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2014-12-16,02:00,Sul,"-25.467326, -49.307465",Seco / Noite,Escorregadia,Não,Não,Sim,Não,1,Não,1,2,1,0,Sim,Negativo,Sim,Caminhão,Sim,Não
Colisão,2015-06-15,20:30,Leste,"-25.432007, -49.215665",Seco / Noite,Seca,Não,Sim,Sim,Sim,2,Sim,2,3,0,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2010-06-01,21:45,Sul,"-25.451566, -49.301573",Seco / Noite,Molhada,Não,Não,Sim,Sim,3,Sim,2,1,0,0,Não,Não realizado,Sim,Caminhão,Não,Não
Atropelamento,2013-07-07,14:15,Sul,"-25.470571, -49.304024",Seco / Dia,Molhada,Não,Sim,Não,Não,1,Não,1,2,2,0,Sim,Negativo,Sim,Carro,Não,Não
Colisão,2025-06-11,06:45,Leste,"-25.413776, -49.242512",Chuva / Dia,Escorregadia,Sim,Sim,Sim,Não,1,Sim,3,3,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Atropelamento,2019-05-30,10:00,Leste,"-25.416472, -49.226172",Seco / Dia,Seca,Sim,Sim,Não,Não,1,Sim,5,3,0,0,Sim,Positivo,Sim,Bicicleta,Sim,Não
Queda de moto,2006-06-07,13:30,Sul,"-25.457799, -49.299667",Seco / Dia,Molhada,Sim,Não,Não,Sim,2,Sim,3,4,1,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2016-05-09,06:30,Norte,"-25.393581, -49.284406",Seco / Dia,Seca,Sim,Sim,Sim,Não,1,Sim,2,5,5,0,Sim,Negativo,Sim,Carro,Não,Não
Colisão,2018-09-10,20:00,Sul,"-25.455980, -49.291075",Chuva / Noite,Molhada,Não,Não,Sim,Sim,2,Sim,2,1,0,0,Sim,Positivo,Sim,Carro,Não,Não
Queda de moto,2022-06-27,06:30,Sul,"-25.459256, -49.318572",Seco / Dia,Seca,Sim,Não,Sim,Sim,2,Não,1,2,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2016-11-01,08:15,Centro,"-25.434227, -49.272149",Seco / Dia,Escorregadia,Sim,Sim,Sim,Sim,3,Sim,5,5,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Colisão,2023-04-07,03:15,Oeste,"-25.415764, -49.311614",Seco / Noite,Escorregadia,Não,Não,Não,Não,1,Sim,2,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Capotamento,2008-10-20,02:45,Leste,"-25.415902, -49.206091",Seco / Noite,Molhada,Não,Sim,Sim,Não,1,Sim,3,3,1,0,Não,Não realizado,Sim,Carro,Não,Não
Queda de moto,2014-04-22,03:30,Oeste,"-25.431014, -49.326130",Seco / Noite,Seca,Não,Sim,Sim,Não,1,Não,1,2,0,0,Sim,Negativo,Sim,Carro,Não,Não
Colisão,2023-06-09,17:30,Leste,"-25.414239, -49.235228",Neblina / Dia,Seca,Sim,Não,Sim,Não,1,Não,1,1,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2015-06-09,19:30,Leste,"-25.437117, -49.237738",Seco / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,4,1,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2021-06-17,21:30,Norte,"-25.393624, -49.247776",Seco / Noite,Molhada,Sim,Sim,Sim,Sim,4,Não,1,4,4,4,Sim,Positivo,Sim,Carro,Sim,Não
Queda de moto,2017-01-22,14:15,Centro,"-25.429807, -49.268296",Chuva / Dia,Molhada,Sim,Não,Não,Sim,3,Não,1,2,0,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2005-04-29,12:15,Oeste,"-25.427214, -49.337262",Chuva / Dia,Molhada,Sim,Sim,Não,Sim,4,Sim,5,5,2,0,Não,Não realizado,Não,Ônibus,Não,Não
Colisão,2024-09-11,17:30,Oeste,"-25.422792, -49.338126",Seco / Dia,Seca,Sim,Não,Não,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Ônibus,Não,Não
Colisão,2023-07-11,19:30,Norte,"-25.391739, -49.271070",Seco / Noite,Escorregadia,Sim,Não,Sim,Não,1,Não,1,2,1,0,Sim,Positivo,Sim,Carro,Sim,Não
Atropelamento,2006-06-13,00:30,Leste,"-25.439203, -49.201155",Seco / Noite,Seca,Sim,Não,Não,Sim,2,Sim,3,4,4,0,Não,Não realizado,Sim,Carro,Sim,Sim
Colisão,2016-10-23,22:30,Centro,"-25.435507, -49.271524",Seco / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Não,1,2,2,0,Sim,Positivo,Não,Ônibus,Sim,Não
Queda de moto,2006-05-07,09:30,Oeste,"-25.431215, -49.318319",Seco / Dia,Seca,Não,Sim,Não,Sim,3,Não,1,2,0,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Colisão,2007-01-01,20:00,Oeste,"-25.415865, -49.319176",Chuva / Noite,Seca,Sim,Não,Sim,Sim,4,Sim,2,1,1,0,Não,Não realizado,Não,Moto,Sim,Não
Colisão,2014-02-20,05:00,Sul,"-25.464859, -49.283332",Seco / Noite,Seca,Sim,Sim,Sim,Não,1,Sim,3,1,0,0,Sim,Negativo,Sim,Bicicleta,Sim,Não
Queda de moto,2016-04-09,11:30,Sul,"-25.477503, -49.292053",Seco / Dia,Molhada,Sim,Sim,Sim,Não,1,Sim,5,2,2,0,Sim,Positivo,Sim,Carro,Sim,Sim
Atropelamento,2008-10-17,18:15,Norte,"-25.408167, -49.259891",Neblina / Dia,Escorregadia,Sim,Não,Não,Sim,2,Sim,2,5,0,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Atropelamento,2005-06-13,20:15,Oeste,"-25.422319, -49.329141",Chuva / Noite,Escorregadia,Não,Não,Não,Não,1,Sim,5,3,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
Queda de moto,2014-10-22,15:00,Centro,"-25.413933, -49.275949",Seco / Dia,Seca,Sim,Sim,Sim,Não,1,Não,1,1,0,0,Sim,Negativo,Sim,Ônibus,Sim,Não
Queda de moto,2021-11-14,07:00,Sul,"-25.451579, -49.307181",Seco / Dia,Escorregadia,Não,Sim,Sim,Não,1,Não,1,2,1,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2014-08-01,12:30,Centro,"-25.413073, -49.267518",Chuva / Dia,Escorregadia,Não,Sim,Não,Sim,4,Não,1,1,1,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Atropelamento,2012-07-17,04:30,Oeste,"-25.414453, -49.333214",Seco / Noite,Seca,Sim,Sim,Sim,Não,1,Sim,4,3,3,0,Sim,Negativo,Sim,Caminhão,Não,Não
Capotamento,2024-05-04,20:45,Centro,"-25.420647, -49.269755",Seco / Noite,Seca,Sim,Sim,Não,Não,1,Sim,4,2,0,0,Sim,Positivo,Sim,Caminhão,Não,Não
Colisão,2019-10-21,02:30,Oeste,"-25.419832, -49.328858",Seco / Noite,Escorregadia,Não,Não,Sim,Sim,4,Não,1,1,0,0,Não,Não realizado,Sim,Moto,Não,Não
Colisão,2010-03-16,23:15,Oeste,"-25.417141, -49.303772",Seco / Noite,Molhada,Não,Não,Não,Não,1,Sim,2,5,0,0,Não,Não realizado,Sim,Moto,Não,Não
Queda de moto,2005-08-24,17:15,Norte,"-25.383253, -49.259431",Seco / Dia,Molhada,Sim,Sim,Sim,Sim,3,Não,1,2,0,0,Sim,Negativo,Sim,Carro,Não,Não
Colisão,2007-06-11,17:45,Leste,"-25.425349, -49.244405",Seco / Dia,Escorregadia,Não,Não,Não,Não,1,Sim,2,2,1,0,Não,Não realizado,Sim,Moto,Não,Não
Atropelamento,2016-04-15,03:15,Centro,"-25.429402, -49.271204",Seco / Noite,Molhada,Não,Sim,Sim,Não,1,Não,1,2,1,0,Não,Não realizado,Sim,Ônibus,Sim,Não
Queda de moto,2009-01-07,07:30,Leste,"-25.430500, -49.216446",Chuva / Dia,Escorregadia,Sim,Sim,Não,Não,1,Sim,4,4,2,0,Não,Não realizado,Sim,Caminhão,Sim,Não
Colisão,2011-11-25,11:45,Oeste,"-25.411178, -49.304507",Seco / Dia,Molhada,Sim,Não,Não,Sim,2,Sim,5,2,1,0,Não,Não realizado,Sim,Caminhão,Não,Não
Colisão,2012-02-16,17:15,Sul,"-25.446686, -49.313688",Chuva / Dia,Molhada,Não,Não,Sim,Não,1,Não,1,3,1,0,Não,Não realizado,Sim,Bicicleta,Sim,Não
Capotamento,2022-06-22,14:30,Norte,"-25.403147, -49.257922",Chuva / Dia,Seca,Sim,Não,Sim,Sim,3,Sim,3,2,1,0,Não,Não realizado,Sim,Carro,Não,Não
Queda de moto,2020-03-22,18:15,Oeste,"-25.430585, -49.319987",Seco / Dia,Escorregadia,Sim,Sim,Sim,Sim,2,Não,1,3,0,0,Sim,Negativo,Sim,Ônibus,Sim,Sim
Colisão,2011-05-09,00:00,Leste,"-25.416294, -49.235726",Seco / Noite,Escorregadia,Não,Não,Sim,Sim,3,Sim,2,2,0,0,Sim,Positivo,Sim,Caminhão,Sim,Não
Atropelamento,2006-11-01,02:00,Oeste,"-25.410652, -49.308932",Seco / Noite,Seca,Sim,Não,Não,Sim,2,Sim,2,4,0,0,Não,Não realizado,Sim,Carro,Não,Sim
Capotamento,2005-05-29,03:00,Oeste,"-25.438684, -49.339948",Chuva / Noite,Seca,Não,Sim,Sim,Sim,2,Sim,2,2,2,0,Não,Não realizado,Sim,Carro,Não,Não
Colisão,2025-03-01,02:15,Oeste,"-25.431963, -49.317594",Seco / Noite,Molhada,Sim,Sim,Não,Não,1,Sim,4,1,0,0,Sim,Positivo,Sim,Moto,Sim,Não
Colisão,2008-12-25,09:15,Norte,"-25.397321, -49.241739",Seco / Dia,Escorregadia,Sim,Não,Não,Não,1,Não,1,2,0,0,Não,Não realizado,Sim,Bicicleta,Sim,Sim
Colisão,2016-04-13,07:45,Oeste,"-25.417821, -49.305760",Chuva / Dia,Escorregadia,Sim,Não,Sim,Não,1,Sim,2,1,1,0,Não,Não realizado,Sim,Carro,Sim,Não
Colisão,2010-10-16,20:45,Norte,"-25.398300, -49.255469",Seco / Noite,Escorregadia,Não,Sim,Sim,Sim,2,Sim,5,1,1,0,Sim,Negativo,Sim,Bicicleta,Sim,Não
Atropelamento,2021-10-12,05:00,Leste,"-25.423310, -49.200260",Chuva / Noite,Escorregadia,Não,Não,Não,Não,1,Sim,2,5,0,0,Sim,Negativo,Sim,Carro,Não,Não
Colisão,2012-12-04,23:30,Norte,"-25.406047, -49.256722",Chuva / Noite,Escorregadia,Sim,Sim,Sim,Não,1,Sim,5,3,3,0,Sim,Positivo,Sim,Bicicleta,Não,Não
Capotamento,2014-02-18,06:15,Oeste,"-25.416944, -49.313075",Chuva / Dia,Escorregadia,Sim,Sim,Não,Sim,4,Não,1,1,1,0,Sim,Negativo,Sim,Carro,Sim,Não
Colisão,2005-08-29,19:30,Norte,"-25.402037, -49.281131",Seco / Noite,Molhada,Não,Sim,Sim,Não,1,Não,1,3,0,0,Não,Não realizado,Sim,Carro,Não,Não
Capotamento,2023-12-21,00:00,Sul,"-25.465376, -49.303740",Seco / Noite,Escorregadia,Não,Sim,Sim,Não,1,Não,1,1,0,0,Não,Não realizado,Sim,Bicicleta,Não,Não
